ad_id,number_of_bathrooms,number_of_bedrooms,number_of_beds,star_rating,number_of_guests,is_superhost,number_of_reviews,cleaning_fee,host_rating,n_reviews,n_safety_features,n_amenities,n_house_rules,n_comments,n_ad_description,latitude,longitude,price,minimum_stay
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,600.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,900.0,5
